description,name,PONAME,ZIP,latitude,POP2001,STATE,AREA,zip2,longitude,SUMBLKPOP,geometry
,Zip:,GIG HARBOR,98335,47.299,23472,WA,22.63894,98335,-122.618,22916,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.583289,47.254322 -122.583839,47.333503 -122.652573,47.339552</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,GLENOMA,98336,46.5511,1136,WA,58.68049,98336,-122.108,1139,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.000977,46.607125 -122.220925,46.58513 -122.163188,46.474606</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,BREMERTON,98337,47.569,8297,WA,1.16265,98337,-122.636,8262,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.625079,47.561699 -122.643225,47.578745 -122.650373,47.563899</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,GRAHAM,98338,47.0165,22213,WA,58.50508,98338,-122.279,21416,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.229723,46.943095 -122.234671,47.085512 -122.293508,47.086611 -122.311653,47.082212 -122.379287,46.989284 -122.371589,46.980487</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PORT HADLOCK,98339,48.0067,3069,WA,9.36944,98339,-122.744,3073,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.725156,47.959805 -122.718557,47.991148 -122.769695,48.049984 -122.799388,48.040086</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,HANSVILLE,98340,47.9076,2029,WA,7.80973,98340,-122.567,1980,
,Zip:,INDIANOLA,98342,47.7542,1824,WA,2.81142,98342,-122.523,1859,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.507957,47.742606 -122.53655,47.765701 -122.551946,47.755803</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,KEYPORT,98345,47.699,402,WA,0.53363,98345,-122.623,403,
,Zip:,KINGSTON,98346,47.8194,8261,WA,31.27359,98346,-122.531,8086,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.519504,47.89602 -122.582189,47.882823 -122.57999,47.81189 -122.53655,47.765701 -122.507957,47.742606</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,LAKEBAY,98349,47.2568,5683,WA,30.49822,98349,-122.751,5528,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.805986,47.221879 -122.728455,47.216381 -122.730654,47.339552 -122.763097,47.343951 -122.783992,47.299961</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,LONGBRANCH,98351,47.2047,937,WA,9.1398,98351,-122.771,893,
,Zip:,MILTON,98354,47.25,5412,WA,2.63136,98354,-122.316,5714,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.294057,47.242775 -122.293508,47.257071 -122.334748,47.259271 -122.336397,47.257621 -122.328149,47.238925</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,MINERAL,98355,46.6912,591,WA,335.45834,98355,-122.226,575,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.467816,46.654963 -122.220925,46.58513 -122.000977,46.607125 -121.766182,46.680258 -121.829417,46.735245 -121.917946,46.738544 -122.139544,46.75449 -122.191782,46.762188 -122.202779,46.762738 -122.527202,46.762738 -122.647624,46.762738 -122.682816,46.659912 -122.609133,46.632969</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,MORTON,98356,46.5117,1968,WA,173.009,98356,-122.237,1989,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.220925,46.58513 -122.467816,46.654963 -122.474965,46.597227 -122.375988,46.536741 -122.24182,46.386627 -121.971284,46.387727 -122.163188,46.474606</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,NORDLAND,98358,48.0549,864,WA,10.82745,98358,-122.706,855,
,Zip:,OLALLA,98359,47.4305,5240,WA,13.92396,98359,-122.576,5179,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.551397,47.403337 -122.533251,47.462723 -122.62343,47.403337</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,ORTING,98360,46.9952,7939,WA,121.30824,98360,-122.096,7583,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.034519,46.903505 -121.917396,46.858415 -121.915747,46.927699 -122.066411,47.076714 -122.123048,47.138299 -122.226973,47.140499 -122.234671,47.085512 -122.229723,46.943095</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PACKWOOD,98361,46.7121,845,WA,97.89094,98361,-121.669,839,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.766182,46.680258 -121.638612,46.590079 -121.532487,46.783633 -121.554482,46.783633 -121.829417,46.735245</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PORT ANGELES,98362,47.9838,21021,WA,235.42438,98362,-123.375,21023,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.433388,48.122017 -123.419092,48.043385 -123.590651,48.042286 -123.46693,47.866877 -123.164502,47.866877 -123.221138,48.125866</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PORT ANGELES,98363,48.003,12213,WA,431.68635,98363,-123.771,12127,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.590651,48.042286 -123.419092,48.043385 -123.433388,48.122017 -123.947517,48.166006 -123.938719,48.131364 -123.808949,48.078577 -124.246646,47.881174 -123.46693,47.866877</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PORT LUDLOW,98365,47.8986,3734,WA,41.49762,98365,-122.711,3637,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.609683,47.887222 -122.718557,47.991148 -122.725156,47.959805 -122.782342,47.909767 -122.711959,47.818488</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PORT ORCHARD,98366,47.5339,31414,WA,23.88398,98366,-122.58,31502,
,Zip:,PORT ORCHARD,98367,47.4658,23560,WA,82.33279,98367,-122.684,23236,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.634977,47.403337 -122.626729,47.403886 -122.62343,47.403337 -122.533251,47.462723 -122.49586,47.512761 -122.656422,47.538605 -122.683365,47.527607 -122.799388,47.498464 -122.801587,47.403886</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PORT TOWNSEND,98368,48.0413,13045,WA,58.93156,98368,-122.851,12794,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.820283,47.925163 -122.799388,48.040086 -122.769695,48.049984 -122.756498,48.144561 -122.87417,48.046685 -122.950052,47.974102</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,POULSBO,98370,47.7573,24872,WA,55.91883,98370,-122.627,24582,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.567343,47.712913 -122.551946,47.744806 -122.551946,47.755803 -122.53655,47.765701 -122.57999,47.81189 -122.70536,47.772299 -122.692163,47.701366 -122.656972,47.657377 -122.613532,47.657377 -122.618481,47.691468 -122.627829,47.698067</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PUYALLUP,98371,47.2006,20713,WA,11.8561,98371,-122.322,19433,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.293508,47.169642 -122.294057,47.242775 -122.328149,47.238925 -122.362241,47.224629 -122.357293,47.181189 -122.357293,47.170192</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PUYALLUP,98372,47.2064,22212,WA,13.60176,98372,-122.267,21734,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.293508,47.257071 -122.294057,47.242775 -122.293508,47.169642 -122.215426,47.169642 -122.262715,47.257621</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PUYALLUP,98373,47.1477,16734,WA,9.27315,98373,-122.325,16273,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.292958,47.125652 -122.293508,47.169642 -122.357293,47.170192 -122.357293,47.125652</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PUYALLUP,98374,47.1304,30236,WA,16.51785,98374,-122.262,29419,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.234671,47.085512 -122.226973,47.140499 -122.215426,47.169642 -122.293508,47.169642 -122.292958,47.125652 -122.293508,47.086611</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,PUYALLUP,98375,47.104,14629,WA,8.99648,98375,-122.325,14169,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.293508,47.086611 -122.292958,47.125652 -122.357293,47.125652 -122.356743,47.09266 -122.311653,47.082212</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,QUILCENE,98376,47.8496,1792,WA,107.302,98376,-122.85,1753,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.805437,47.850931 -122.802687,47.68377 -122.711959,47.818488 -122.782342,47.909767 -122.820283,47.925163 -122.950052,47.974102 -122.948403,47.872926 -122.868672,47.808041</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,RANDLE,98377,46.5418,2474,WA,594.27434,98377,-121.697,2482,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.391171,46.393775 -121.423063,46.492752 -121.355979,46.715449 -121.455506,46.783633 -121.532487,46.783633 -121.638612,46.590079 -121.766182,46.680258 -122.000977,46.607125 -122.163188,46.474606 -121.971284,46.387727 -121.52369,46.388277</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,SEABECK,98380,47.57,4130,WA,51.89184,98380,-122.909,4187,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.029784,47.512211 -122.941804,47.522658 -122.871971,47.521559 -122.782342,47.656277</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,SEKIU,98381,48.1879,1866,WA,265.87592,98381,-124.578,1857,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-124.732731,48.379906 -124.642002,47.908667 -124.472093,48.087925 -124.666747,48.197349 -124.298884,48.266633</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,SEQUIM,98382,48.0013,21835,WA,224.77708,98382,-123.091,21547,<Polygon><outerBound
,Zip:,SILVERDALE,98383,47.665,19158,WA,17.3626,98383,-122.715,19966,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.684465,47.647479 -122.656972,47.657377 -122.692163,47.701366 -122.7466,47.722261 -122.777393,47.660126 -122.700961,47.635932</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,SPANAWAY,98387,47.0598,36563,WA,24.87246,98387,-122.39,34154,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.356743,47.09266 -122.390835,47.082212 -122.432075,47.111905 -122.469466,47.130051 -122.465617,47.097609 -122.435374,47.082762 -122.379287,46.989284 -122.311653,47.082212</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,STEILACOOM,98388,47.1675,6125,WA,2.41556,98388,-122.601,5915,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.576691,47.186138 -122.583839,47.187238 -122.616831,47.156445 -122.595936,47.159194</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,SUMNER,98390,47.1863,44751,WA,48.88115,98390,-122.186,43632,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.226973,47.140499 -122.123048,47.138299 -122.132396,47.243324 -122.229723,47.257071 -122.262715,47.257621 -122.215426,47.169642</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,SUQUAMISH,98392,47.7342,2449,WA,2.20322,98392,-122.565,2443,
,Zip:,VAUGHN,98394,47.3235,719,WA,3.45573,98394,-122.779,717,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.783992,47.299961 -122.763097,47.343951 -122.794439,47.349999</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98402,47.2487,4456,WA,0.92152,98402,-122.439,4377,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.443072,47.265319 -122.446921,47.264219 -122.440873,47.236176 -122.440873,47.231777 -122.432075,47.233427 -122.433175,47.247173</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98403,47.2661,7658,WA,1.01789,98403,-122.459,7614,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.443072,47.265319 -122.464517,47.275767 -122.466717,47.270818 -122.468366,47.255422 -122.446921,47.264219</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98404,47.2092,31379,WA,7.88606,98404,-122.41,30881,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.389185,47.180639 -122.393584,47.236726 -122.399083,47.240575 -122.401282,47.240575 -122.432075,47.233427 -122.431525,47.215281 -122.431525,47.181189</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98405,47.2462,23527,WA,4.18863,98405,-122.472,23308,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.446921,47.264219 -122.468366,47.255422 -122.505208,47.255422 -122.505208,47.243324 -122.440873,47.236176</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98406,47.2626,22732,WA,4.0804,98406,-122.51,22602,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.468366,47.255422 -122.466717,47.270818 -122.534351,47.275767 -122.554146,47.247173 -122.505208,47.255422</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98407,47.2887,19628,WA,5.66525,98407,-122.511,19511,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.534351,47.275767 -122.466717,47.270818 -122.464517,47.275767</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98408,47.1978,19387,WA,3.45393,98408,-122.447,19124,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.431525,47.215281 -122.462868,47.214731 -122.463967,47.184488 -122.465067,47.181189 -122.431525,47.181189</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98409,47.2115,22964,WA,7.394,98409,-122.482,22674,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.463967,47.184488 -122.462868,47.214731 -122.440873,47.231777 -122.440873,47.236176 -122.505208,47.243324 -122.505208,47.242775 -122.505208,47.213631 -122.505208,47.190537</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98416,47.2627,954,WA,0.08862,98416,-122.482,953,
,Zip:,TACOMA,98418,47.2232,10483,WA,1.69259,98418,-122.447,10405,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.462868,47.214731 -122.431525,47.215281 -122.432075,47.233427 -122.440873,47.231777</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98421,47.2578,604,WA,6.35258,98421,-122.401,603,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-122.400182,47.241125 -122.357293,47.258721 -122.360592,47.26092</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-122.433175,47.247173 -122.432075,47.233427 -122.401282,47.240575</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
,Zip:,TACOMA,98422,47.2904,19679,WA,6.62682,98422,-122.393,18963,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.360592,47.26092 -122.357293,47.258721 -122.336397,47.257621 -122.334748,47.259271 -122.335848,47.26367 -122.419428,47.321406</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98424,47.2362,5693,WA,6.3156,98424,-122.354,5616,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.399083,47.240575 -122.393584,47.236726 -122.362241,47.224629 -122.328149,47.238925 -122.336397,47.257621 -122.357293,47.258721 -122.400182,47.241125</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,CAMP MURRAY,98430,47.1179,219,WA,0.43912,98430,-122.569,15,
,Zip:,TACOMA,98433,47.0629,19801,WA,88.07131,98433,-122.576,19684,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.667419,47.117404 -122.697662,47.060218 -122.637726,46.981586 -122.565143,46.96619 -122.435374,47.082762 -122.465617,47.097609 -122.499709,47.122903 -122.545898,47.125102 -122.556895,47.118504 -122.569542,47.126202 -122.595936,47.159194 -122.616831,47.156445</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,MCCHORD AFB,98438,47.1284,0,WA,5.07867,98438,-122.48,513,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.469466,47.130051 -122.467816,47.153146 -122.497509,47.138849 -122.499709,47.122903 -122.465617,47.097609</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,LAKEWOOD,98439,47.1283,6806,WA,2.44771,98439,-122.519,6292,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.497509,47.138849 -122.525003,47.13665 -122.545898,47.125102 -122.499709,47.122903</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98443,47.2053,5696,WA,5.05265,98443,-122.373,5575,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.362241,47.224629 -122.393584,47.236726 -122.389185,47.180639 -122.357293,47.181189</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98444,47.1519,31604,WA,6.80717,98444,-122.449,31001,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.469466,47.130051 -122.432075,47.111905 -122.431525,47.181189 -122.465067,47.181189 -122.467816,47.153146</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98445,47.1406,24379,WA,10.85973,98445,-122.41,24724,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.431525,47.181189 -122.432075,47.111905 -122.390835,47.082212 -122.389185,47.180639</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98446,47.131,8239,WA,10.47051,98446,-122.374,8070,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.357293,47.125652 -122.357293,47.170192 -122.357293,47.181189 -122.389185,47.180639 -122.390835,47.082212 -122.356743,47.09266</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98447,47.1456,80,WA,0.08026,98447,-122.444,81,
,Zip:,TACOMA,98465,47.2486,7335,WA,1.82485,98465,-122.528,7222,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.505208,47.243324 -122.505208,47.255422 -122.554146,47.247173 -122.559095,47.244424 -122.505208,47.242775</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,TACOMA,98466,47.2277,25635,WA,5.87395,98466,-122.536,25206,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.57779,47.213082 -122.505208,47.213631 -122.505208,47.242775 -122.559095,47.244424</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,UNIVERSITY PLACE,98467,47.2032,14124,WA,5.01707,98467,-122.544,14562,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.583839,47.187238 -122.576691,47.186138 -122.527202,47.196585 -122.505208,47.190537 -122.505208,47.213631 -122.57779,47.213082</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,LAKEWOOD,98498,47.1613,29238,WA,9.76194,98498,-122.555,28442,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.525003,47.13665 -122.527202,47.196585 -122.576691,47.186138 -122.595936,47.159194 -122.569542,47.126202 -122.556895,47.118504 -122.545898,47.125102</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,LAKEWOOD,98499,47.1662,29492,WA,9.26252,98499,-122.506,29117,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.467816,47.153146 -122.465067,47.181189 -122.463967,47.184488 -122.505208,47.190537 -122.527202,47.196585 -122.525003,47.13665 -122.497509,47.138849</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,OLYMPIA,98501,46.9718,33799,WA,40.75306,98501,-122.869,33395,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.838979,47.047571 -122.893416,47.04922 -122.909362,47.043722 -122.906613,47.021177 -122.908812,46.899106 -122.808186,46.920551 -122.83348,46.996433</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,OLYMPIA,98502,47.0819,25778,WA,54.76938,98502,-123.028,25450,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.925858,47.147097 -123.017137,47.067366 -122.938505,47.181739 -123.074873,47.097609 -123.201893,47.084962 -123.200793,47.056918 -122.906613,47.021177 -122.909362,47.043722</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,LACEY,98503,47.0259,33910,WA,12.16914,98503,-122.799,33346,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.83348,46.996433 -122.764746,47.056918 -122.83348,47.048121 -122.838979,47.047571</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,OLYMPIA,98505,47.0684,661,WA,0.86511,98505,-122.979,651,
,Zip:,OLYMPIA,98506,47.0996,17334,WA,21.41401,98506,-122.867,17140,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.83348,47.048121 -122.838979,47.120154 -122.893416,47.04922 -122.838979,47.047571</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,OLYMPIA,98512,46.9601,24413,WA,144.83658,98512,-123.051,24013,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.955551,46.896356 -122.908812,46.899106 -122.906613,47.021177 -123.200793,47.056918 -123.200243,47.014578 -123.159553,46.936497 -123.160103,46.895257</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,OLYMPIA,98513,46.9942,24187,WA,48.30119,98513,-122.734,23870,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.697662,47.060218 -122.703711,47.071765 -122.764746,47.056918 -122.83348,46.996433 -122.808186,46.920551 -122.763646,46.937597 -122.637726,46.981586</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,OLYMPIA,98516,47.0965,14173,WA,29.25859,98516,-122.785,13953,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.764746,47.056918 -122.703711,47.071765 -122.696012,47.097059 -122.838979,47.120154 -122.83348,47.048121</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,ABERDEEN,98520,47.0967,21604,WA,203.31155,98520,-123.778,21418,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.754512,47.062967 -123.644538,47.34505 -123.792453,47.328554 -123.841392,47.246074 -123.771008,47.084962 -123.852389,46.96454 -124.028897,46.874362 -123.767709,46.878211 -123.783655,46.962341 -123.681929,46.958492</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,ALLYN,98524,47.3621,1599,WA,12.84231,98524,-122.865,1607,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.824682,47.406086 -122.900014,47.371994 -122.83238,47.337902</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,AMANDA PARK,98526,47.4331,450,WA,143.64278,98526,-124.015,453,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.791354,47.51771 -124.073437,47.533656 -124.193858,47.356048 -124.065189,47.288964 -123.905726,47.422582</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,BELFAIR,98528,47.4446,7631,WA,64.24278,98528,-122.89,7381,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.840628,47.447326 -122.974247,47.378592 -122.963249,47.355498 -122.900014,47.371994 -122.824682,47.406086 -122.802137,47.358797 -122.801587,47.403886 -122.799388,47.498464 -122.871971,47.521559 -122.941804,47.522658 -123.04518,47.374193</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,CENTRALIA,98531,46.7351,21746,WA,109.93357,98531,-122.963,21679,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.940705,46.816625 -123.193095,46.734145 -122.813685,46.66816 -122.788391,46.763838</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,CHEHALIS,98532,46.6417,21289,WA,359.45383,98532,-123.024,21250,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.682816,46.659912 -122.647624,46.762738 -122.670169,46.763288 -122.788391,46.763838 -122.813685,46.66816 -123.193095,46.734145 -123.347059,46.729746 -123.287123,46.792981 -123.370703,46.792431 -123.365754,46.606575 -123.131509,46.509798 -123.218389,46.557636 -123.047379,46.484504 -122.9605,46.576332 -122.813135,46.518046 -122.793889,46.546639</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,CINEBAR,98533,46.6139,584,WA,28.1216,98533,-122.535,574,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.474965,46.597227 -122.467816,46.654963 -122.609133,46.632969 -122.574491,46.576882</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,COPALIS BEACH,98535,47.0866,226,WA,23.96842,98535,-124.114,227,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-124.169664,47.09321 -124.158667,47.044821 -124.077286,47.109156</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,COPALIS CROSSING,98536,47.153,644,WA,31.47153,98536,-124.099,645,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-124.077286,47.109156 -124.020649,47.215281 -124.055841,47.203184 -124.191659,47.159194 -124.176812,47.09266 -124.169664,47.09321</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,COSMOPOLIS,98537,46.8637,2080,WA,96.12547,98537,-123.615,2042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.681929,46.958492 -123.783655,46.962341 -123.767709,46.878211 -123.63739,46.793531 -123.470229,46.792981 -123.442736,46.872712</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,CURTIS,98538,46.5143,363,WA,37.08702,98538,-123.12,315,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.047379,46.484504 -123.218389,46.557636 -123.131509,46.509798 -123.097967,46.424568</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,ELMA,98541,47.0466,9388,WA,207.31714,98541,-123.393,9342,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.200243,47.014578 -123.329463,46.988185 -123.328913,47.083862 -123.407544,47.238376 -123.490575,47.230677 -123.481777,46.978287 -123.575804,46.96729 -123.442736,46.889208 -123.159553,46.936497</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,ETHEL,98542,46.5297,504,WA,10.92276,98542,-122.73,499,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.793889,46.546639 -122.813135,46.518046 -122.740552,46.518046 -122.698212,46.515297 -122.633877,46.532342</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,GRAPEVIEW,98546,47.3187,1892,WA,32.53033,98546,-122.937,1865,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.83238,47.337902 -122.900014,47.371994 -122.963249,47.355498 -123.051228,47.317007 -122.926408,47.281265</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,GRAYLAND,98547,46.8327,1725,WA,128.80837,98547,-123.896,1719,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.767709,46.878211 -124.028897,46.874362 -124.084434,46.858965 -124.110828,46.844669 -124.079485,46.730846 -123.896929,46.792431 -123.63739,46.793531</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,Zip:,HOODSPORT,98548,47.4523,1862,WA,41.44424,98548,-123.192,1824,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.113914,47.463272 -123.315716,47.501213 -123.242583,47.414884 -123.156804,47.359897</coordinates></LinearRing></outerBoundaryIs></Polygon>"
